"module name","license","repository"
"dayjs@1.11.5","MIT","https://github.com/iamkun/dayjs"
"deepmerge@2.2.1","MIT","https://github.com/KyleAMathews/deepmerge"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"dom-helpers@5.2.1","MIT","https://github.com/react-bootstrap/dom-helpers"
"error-ex@1.3.2","MIT","https://github.com/qix-/node-error-ex"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"find-root@1.1.0","MIT","https://github.com/js-n/find-root"
"follow-redirects@1.15.6","MIT","https://github.com/follow-redirects/follow-redirects"
"form-data@4.0.0","MIT","https://github.com/form-data/form-data"
"formik@2.4.6","Apache-2.0","https://github.com/jaredpalmer/formik"
"fp-ts@2.16.5","MIT","https://github.com/gcanti/fp-ts"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"hasown@2.0.2","MIT","https://github.com/inspect-js/hasOwn"
"hoist-non-react-statics@3.3.2","BSD-3-Clause","https://github.com/mridgway/hoist-non-react-statics"
"html-parse-stringify@3.0.1","MIT","https://github.com/henrikjoreteg/html-parse-stringify"
"i18next-browser-languagedetector@7.2.1","MIT","https://github.com/i18next/i18next-browser-languageDetector"
"i18next@23.10.1","MIT","https://github.com/i18next/i18next"
"import-fresh@3.3.0","MIT","https://github.com/sindresorhus/import-fresh"
"io-ts@2.2.21","MIT","https://github.com/gcanti/io-ts"
"is-arrayish@0.2.1","MIT","https://github.com/qix-/node-is-arrayish"
"is-core-module@2.13.1","MIT","https://github.com/inspect-js/is-core-module"
"jexl@2.3.0","MIT","https://github.com/TomFrost/jexl"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"json-parse-even-better-errors@2.3.1","MIT","https://github.com/npm/json-parse-even-better-errors"
"lines-and-columns@1.2.4","MIT","https://github.com/eventualbuddha/lines-and-columns"
"lodash-es@4.17.21","MIT","https://github.com/lodash/lodash"
"lodash@4.17.21","MIT","https://github.com/lodash/lodash"
"loose-envify@1.4.0","MIT","https://github.com/zertosh/loose-envify"
"mime-db@1.52.0","MIT","https://github.com/jshttp/mime-db"
"mime-types@2.1.35","MIT","https://github.com/jshttp/mime-types"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"parent-module@1.0.1","MIT","https://github.com/sindresorhus/parent-module"
"parse-json@5.2.0","MIT","https://github.com/sindresorhus/parse-json"
"path-parse@1.0.7","MIT","https://github.com/jbgutierrez/path-parse"
"path-type@4.0.0","MIT","https://github.com/sindresorhus/path-type"
"picocolors@1.0.0","ISC","https://github.com/alexeyraspopov/picocolors"
"prop-types@15.8.1","MIT","https://github.com/facebook/prop-types"
"proxy-from-env@1.1.0","MIT","https://github.com/Rob--W/proxy-from-env"
"react-dom@18.2.0","MIT","https://github.com/facebook/react"
"react-fast-compare@2.0.4","MIT","https://github.com/FormidableLabs/react-fast-compare"
"react-fast-compare@3.2.2","MIT","https://github.com/FormidableLabs/react-fast-compare"
"react-helmet@6.1.0","MIT","https://github.com/nfl/react-helmet"
"react-i18next@14.1.0","MIT","https://github.com/i18next/react-i18next"
"react-is@16.13.1","MIT","https://github.com/facebook/react"
"react-is@18.2.0","MIT","https://github.com/facebook/react"
"react-is@19.1.0","MIT","https://github.com/facebook/react"
"react-is@19.1.1","MIT","https://github.com/facebook/react"
"react-router-dom@6.22.3","MIT","https://github.com/remix-run/react-router"
"react-router@6.22.3","MIT","https://github.com/remix-run/react-router"
"react-side-effect@2.1.2","MIT","https://github.com/gaearon/react-side-effect"
"react-transition-group@4.4.5","BSD-3-Clause","https://github.com/reactjs/react-transition-group"
"react@18.2.0","MIT","https://github.com/facebook/react"
"regenerator-runtime@0.14.1","MIT","https://github.com/facebook/regenerator/tree/main/packages/runtime"
"reselect@5.1.1","MIT","https://github.com/reduxjs/reselect"
"resolve-from@4.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"resolve@1.22.8","MIT","https://github.com/browserify/resolve"
"scheduler@0.23.0","MIT","https://github.com/facebook/react"
"source-map@0.5.7","BSD-3-Clause","https://github.com/mozilla/source-map"
"stylis@4.2.0","MIT","https://github.com/thysultan/stylis.js"
"supports-color@5.5.0","MIT","https://github.com/chalk/supports-color"
"supports-preserve-symlinks-flag@1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"tiny-warning@1.0.3","MIT","https://github.com/alexreardon/tiny-warning"
"to-fast-properties@2.0.0","MIT","https://github.com/sindresorhus/to-fast-properties"
"tslib@2.6.3","0BSD","https://github.com/Microsoft/tslib"
"use-sync-external-store@1.2.2","MIT","https://github.com/facebook/react"
"void-elements@3.1.0","MIT","https://github.com/pugjs/void-elements"
"whatwg-fetch@3.6.20","MIT","https://github.com/github/fetch"
"yaml@1.10.2","ISC","https://github.com/eemeli/yaml"
